cpse_code,material_code,description,uom,category,subcategory,manufacturer,manufacturer_part_number,material_grade,size,pressure_class,voltage,power,frequency,diameter,schedule,seal_type,body_material,trim_material,end_connection,plant
CPI,CPI-SYN-986486,[SYN] PPE HONEYWELL F162-2VXY-ZX9J-PNBZ 11 KEVLAR EN 397 HI-VIS,EACH,CAT-PPE,PPE,Honeywell,F162-2VXY-ZX9J-PNBZ,,11,,,,,,,,,,,PLANT-2
AHM,AHM-SYN-697062,[SYN] FLANGE 150# MELESI FLAT SLIP-ON FACE (FF) MM 86XI-I5P5-NVQE-BWUW-QHEY 38.38,EACH,CAT-FLG,Flange,Melesi,86XI-I5P5-NVQE-BWUW-QHEY,,38.38 mm,150#,,,,,,,,,,PLANT-4
AHM,AHM-SYN-627786,[SYN] ELECTRICAL COMPONENT ABB R1DW-WO8N-BHNA-L3GY 3948.16 A 237268 KV 3P 36 KA,EACH,CAT-ELC,Electrical Component,ABB,R1DW-WO8N-BHNA-L3GY,,,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-537020,[SYN] PIPE ARCELORMITTAL PYE9-R1F6-3AI9-HASE-Z2NX 92.66 INCH STD API 5L X52 6 M,EACH,CAT-PIP,Pipe,ArcelorMittal,PYE9-R1F6-3AI9-HASE-Z2NX,API 5L X52,,,,,,92.66 inch,STD,,,,,PLANT-4
NEC,NEC-SYN-317782,[SYN] PMP SULZER PDSW-ZP6S-WK2R-V239 11729 GPM 1214 M 197.51 HP,EACH,CAT-PMP,Pump,Sulzer,PDSW-ZP6S-WK2R-V239,,,,,197.51 HP,,,,,,,,PLANT-4
GME,GME-SYN-490722,[SYN] PIPE GR 82C0-6XQ9-JB35-4MYP-E46A JINDAL SAW 6 17.04 SCH80 11 INCH A333 M ASTM,EACH,CAT-PIP,Pipe,Jindal SAW,82C0-6XQ9-JB35-4MYP-E46A,ASTM A333 Gr 6,,,,,,17.04 inch,SCH80,,,,,PLANT-3
GME,GME-SYN-795951,[SYN] PIPE 117.36 GR A333 MM STD YGNM-BY49-E7EO-BJLZ-Y1UU ASTM FT VALLOUREC 9 6,EACH,CAT-PIP,Pipe,Vallourec,YGNM-BY49-E7EO-BJLZ-Y1UU,ASTM A333 Gr 6,,,,,,117.36 mm,STD,,,,,PLANT-4
NEC,NEC-SYN-687360,[SYN] FLANGE MELESI TN3C-PUDR-L90A-OBT3-28W6 40.71 MM 600# WELD NECK FLAT FACE (FF),EACH,CAT-FLG,Flange,Melesi,TN3C-PUDR-L90A-OBT3-28W6,,40.71 mm,600#,,,,,,,,,,PLANT-5
BUS,BUS-SYN-104548,[SYN] CABLE PRYSMIAN M38KC X SZBF SQMM FZZD/VG7O Q2ZD 54 EACH 926.66 MM2 33KV XLPE,EACH,CAT-CBL,Cable,Prysmian,M38KC x SZBF sqmm FZZD/VG7O Q2ZD,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-628370,[SYN] MOTOR BALDOR G3DX-VL5P-VYIO-MK2E-V5S4 5478.1 HP 9179 V 50 HZ 900 RPM ODP,EACH,CAT-MTR,Motor,Baldor,G3DX-VL5P-VYIO-MK2E-V5S4,,,,9179 V,5478.1 HP,50 HZ,,,,,,,PLANT-5
GME,GME-SYN-826596,[SYN] PPE DUPONT K43S-AFYH-1FKJ-4YK1 S POLYCARBONATE ANSI WHITE,EACH,CAT-PPE,PPE,DuPont,K43S-AFYH-1FKJ-4YK1,,S,,,,,,,,,,,PLANT-1
AHM,AHM-SYN-438302,[SYN] GASKET FLEXITALLIC AJW2-536Z-X1TV-18KG-YGGS-NPUE GRAPHITE/SS316 MM 42.26 150# RTJ,EACH,CAT-GSK,Gasket,Flexitallic,AJW2-536Z-X1TV-18KG-YGGS-NPUE,,42.26 mm,150#,,,,,,,,,,PLANT-5
AHM,AHM-SYN-504620,[SYN] ELECTRICAL COMPONENT SCHNEIDER ELECTRIC 2FTO-M5XL-K8WR-U1XE 2179.91 A 673474 V 1P 107 KA,EACH,CAT-ELC,Electrical Component,Schneider Electric,2FTO-M5XL-K8WR-U1XE,,,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-702891,[SYN] GASKET LAMONS RKXL-CD81-TWHW-HY4H-350P-3CYA 51.76 INCH 150# SPIRAL WOUND SOFT IRON,EACH,CAT-GSK,Gasket,Lamons,RKXL-CD81-TWHW-HY4H-350P-3CYA,,51.76 inch,150#,,,,,,,,,,PLANT-2
NEC,NEC-SYN-663244,[SYN] GASKET LAMONS YTXW-1VZC-7D2K-D1PO-XRTE-O2T8 10.8 MM 150# SPIRAL WOUND GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Lamons,YTXW-1VZC-7D2K-D1PO-XRTE-O2T8,,10.8 mm,150#,,,,,,,,,,PLANT-5
BUS,BUS-SYN-693024,[SYN] GASKET LAMONS 64FG-WJEY-UB19-TZCY-JHU8-MYIK 5.49 INCH 600# RTJ SOFT IRON,EACH,CAT-GSK,Gasket,Lamons,64FG-WJEY-UB19-TXCY-JHU8-MYIK,,5.49 inch,600#,,,,,,,,,,PLANT-5
GME,GME-SYN-483588,[SYN] FASTENER BOSSARD 4E05-QMKTXGV44-FTJ5-CCAS 5 INCH 398 MM 8.8 UNF,EACH,CAT-FST,Fastener,Bossard,4E05-QMKTxGV44-FTJ5-CCAS,,,,,,,5 inch,,,,,,PLANT-4
AHM,AHM-SYN-144887,[SYN] LUBRICANT KLÜBER DNAI 89Y1 FFUU - 5F07 ISO VG 32 ESTER NLGI 0 379 L,EACH,CAT-LUB,Lubricant,Klüber,DNAI 89Y1 FFUU - 5F07,,,,,,,,,,,,,PLANT-2
NEC,NEC-SYN-610511,[SYN] BRNG TIMKEN D8WJ0UUNNV6C (E.G. 6204-2RS1/C3) 518 INCH 1868 MM 268 INCH ZZ,EACH,CAT-BRG,Bearing,Timken,D8WJ0UUNNV6C (e.g. 6204-2RS1/C3),,,,,,,,,ZZ,,,,PLANT-4
NEC,NEC-SYN-189913,[SYN] FASTENER BOSSARD HGNZ-EI3ZXRRHF-4ABU-FWBU 9 MM 137 MM A4-80 METRIC COARSE,EACH,CAT-FST,Fastener,Bossard,HGNZ-EI3ZxRRHF-4ABU-FWBU,,,,,,,9 mm,,,,,,PLANT-2
AHM,AHM-SYN-488368,[SYN] INSTRUMENTATION ENDRESS+HAUSER 23GX-J0MQ-VIND-H4SP-FDRW 439 BAR 4-20MA 1/4 NPT 1.0%,EACH,CAT-INS,Instrumentation,Endress+Hauser,23GX-J0MQ-VIND-H4SP-FDRW,,,,,,,,,,,,,PLANT-1
GME,GME-SYN-678923,[SYN] VALVE VELAN V01Z-DERI-4K5O-GZ2U-EAXY-LNFX 18.45 MM 2500# BRONZE THREADED,EACH,CAT-VLV,Valve,Velan,V01Z-DERI-4K5O-GZ2U-EAXY-LNFX,,18.45 mm,2500#,,,,,,,Bronze,,Threaded,PLANT-5
AHM,AHM-SYN-859687,[SYN] FLANGE GALPERTI 1OE5-EI28-DS22-WYBO-W23Q 43.42 INCH 150# SLIP-ON RAISED FACE (RF),EACH,CAT-FLG,Flange,Galperti,1OE5-EI28-DS22-WYBO-W23Q,,43.42 inch,150#,,,,,,,,,,PLANT-4
NEC,NEC-SYN-337288,[SYN] PIPE JINDAL SAW XPHX-2KBV-SIGB-IAF9-2MOV 62.37 INCH SCH10 ASTM A312 TP316L 12 FT,EACH,CAT-PIP,Pipe,Jindal SAW,XPHX-2KBV-SIGB-IAF9-2MOV,ASTM A312 TP316L,,,,,,62.37 inch,SCH10,,,,,PLANT-5
AHM,AHM-SYN-360316,[SYN] INSTRUMENTATION USME-SJT2-JPNR-IM1Y-65RJ PSI HART ROSEMOUNT 6069 0.1% SANITARY,EACH,CAT-INS,Instrumentation,Rosemount,USME-SJT2-JPNR-IM1Y-65RJ,,,,,,,,,,,,,PLANT-3
BUS,BUS-SYN-886609,[SYN] FLANGE FACE THREADED RH05-HHIW-FD7Y-XW1T-BRWR 70.95 MELESI 900# MM FLAT (FF),EACH,CAT-FLG,Flange,Melesi,RH05-HHIW-FD7Y-XW1T-BRWR,,70.95 mm,900#,,,,,,,,,,PLANT-5
NEC,NEC-SYN-703867,[SYN] BEARING FAG NDN5GJJ8MGPP (E.G. 6204-2RS1/C3) 765 INCH 1759 INCH 147 INCH Z,EACH,CAT-BRG,Bearing,FAG,NDN5GJJ8MGPP (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-2
BUS,BUS-SYN-227126,[SYN] INSTRUMENTATION ENDRESS+HAUSER 20RA-PE6W-TLRJ-4BDF-HJ4D 5283 DEGC PROFIBUS FLANGED 2 INCH 0.1%,EACH,CAT-INS,Instrumentation,Endress+Hauser,20RA-PE6W-TLRJ-4BDF-HJ4D,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-292818,[SYN] FLANGE LAP 46.59 FACE GALPERTI (FF) JOINT FLAT YR06-NKWF-G3MW-U4CF-ILKJ 900# MM,EACH,CAT-FLG,Flange,Galperti,YR06-NKWF-G3MW-U4CF-ILKJ,,46.59 mm,900#,,,,,,,,,,PLANT-1
NEC,NEC-SYN-563324,[SYN] MTR SIEMENS JFX5-LIKW-E4BX-4LR9-TJQ8 6976.26 KW 9790 KV 60 HZ 1200 RPM ODP,EACH,CAT-MTR,Motor,Siemens,JFX5-LIKW-E4BX-4LR9-TJQ8,,,,9790 KV,6976.26 kW,60 HZ,,,,,,,PLANT-3
CPI,CPI-SYN-215717,[SYN] GASKET LAMONS TYR1-K12V-2TG5-PIZX-3HCW-S2WY 19.94 MM 900# SPIRAL WOUND PTFE,EACH,CAT-GSK,Gasket,Lamons,TYR1-K12V-2TG5-PIZX-3HCW-S2WY,,19.94 mm,900#,,,,,,,,,,PLANT-4
BUS,BUS-SYN-379449,[SYN] BEARING 8A9KEPADAHP2 INCH MM Z SKF 173 959 1023 6204-2RS1/C3) (E.G. MM,EACH,CAT-BRG,Bearing,SKF,8A9KEPADAHP2 (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-4
BUS,BUS-SYN-218414,[SYN] BEARING NSK 0DXHO87F00TE (E.G. 6204-2RS1/C3) 988 INCH 416 INCH 458 MM NR,EACH,CAT-BRG,Bearing,NSK,0DXHO87F00TE (e.g. 6204-2RS1/C3),,,,,,,,,NR,,,,PLANT-2
NEC,NEC-SYN-362874,[SYN] FASTENER HILTI UYYF-1IRYXM81C-MFTD-RLUX 46 INCH 380 MM 8.8 UNC,EACH,CAT-FST,Fastener,Hilti,UYYF-1IRYxM81C-MFTD-RLUX,,,,,,,46 inch,,,,,,PLANT-1
AHM,AHM-SYN-529711,[SYN] FASTENER 102 10 INCH L7 INCH UNC WÜRTH TLQ5-V4FTXQ3TQ-1S05-WNWL,EACH,CAT-FST,Fastener,Würth,TLQ5-V4FTxQ3TQ-1S05-WNWL,,,,,,,10 inch,,,,,,PLANT-3
AHM,AHM-SYN-697717,[SYN] MOTOR BALDOR JNVC-7HR6-C2CU-7ONZ-3JBC 3039.12 KW 8621 V 50 HZ 1800 RPM ODP,EACH,CAT-MTR,Motor,Baldor,JNVC-7HR6-C2CU-7ONZ-3JBC,,,,8621 V,3039.12 kW,50 HZ,,,,,,,PLANT-2
CPI,CPI-SYN-398301,[SYN] PIPE ASTM GR A333 SCH80 6 M STEEL 45.32 6 NIPPON MM ZPD2-TSXT-V76T-94OW-3LIT,EACH,CAT-PIP,Pipe,Nippon Steel,ZPD2-TSXT-V76T-94OW-3LIT,ASTM A333 Gr 6,,,,,,45.32 mm,SCH80,,,,,PLANT-5
CPI,CPI-SYN-156757,[SYN] FLANGE MELESI I3DO-7002-G3YU-6VK0-UCC1 25.38 MM 900# SLIP-ON RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Melesi,I3DO-7002-G3YU-6VK0-UCC1,,25.38 mm,900#,,,,,,,,,,PLANT-3
BUS,BUS-SYN-688426,[SYN] PUMP FLOWSERVE B0OQ-VSHK-OECU-BODS 4273 M3/H 1974 M 2439.56 KW,EACH,CAT-PMP,Pump,Flowserve,B0OQ-VSHK-OECU-BODS,,,,,2439.56 KW,,,,,,,,PLANT-5
CPI,CPI-SYN-419939,[SYN] INSTRUMENTATION HONEYWELL DYPM-LVAK-9W9P-FB3H-N14E 693 PSI 0-10V FLANGED 2 INCH 0.5%,EACH,CAT-INS,Instrumentation,Honeywell,DYPM-LVAK-9W9P-FB3H-N14E,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-295472,[SYN] MOTOR WEG TW9Z-YN6S-JCHZ-JQ8C-QX6M 1079.0 HP 10749 KV 50 HZ 1000 RPM EXPLOSION PROOF,EACH,CAT-MTR,Motor,WEG,TW9Z-YN6S-JCHZ-JQ8C-XX6M,,,,10749 KV,1079.0 HP,50 HZ,,,,,,,PLANT-2
CPI,CPI-SYN-734775,[SYN] FLANGE CHW FORGE OFMM-WI9S-3W56-3BTK-F6XD 27.83 INCH 900# THREADED FLAT FACE (FF),EACH,CAT-FLG,Flange,CHW Forge,OFMM-WI9S-3W56-3BTK-F6XD,,27.83 inch,900#,,,,,,,,,,PLANT-3
BUS,BUS-SYN-211957,[SYN] PPE WZSE-99F7-7LU8-EL50 HONEYWELL POLYCARBONATE 7 397 EN WHITE,EACH,CAT-PPE,PPE,Honeywell,LZSE-99F7-7LU8-EL50,,7,,,,,,,,,,,PLANT-2
GME,GME-SYN-573546,[SYN] VALVE FLOWSERVE SVZN-4REG-B1AJ-O091-C795-RLQI 29.3 INCH PN16 A105 WAFER,EACH,CAT-VLV,Valve,Flowserve,SVZN-4REG-B1AJ-O091-C795-RLQI,,29.3 inch,PN16,,,,,,,A105,,Wafer,PLANT-4
NEC,NEC-SYN-575718,[SYN] INSTRUMENTATION HONEYWELL N18G-P51K-FK7Y-6QXD-SGV6 8752 PSI MODBUS FLANGED 2 INCH 0.1%,EACH,CAT-INS,Instrumentation,Honeywell,N18G-P51K-FK7Y-6QXD-SGV6,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-865630,[SYN] PMP KSB DZWD-Z09W-FTBG-M55F 4739 M3/H 2921 M 2098.2 HP,EACH,CAT-PMP,Pump,KSB,DZWD-Z09W-FTBG-M55F,,,,,2098.2 HP,,,,,,,,PLANT-4
AHM,AHM-SYN-785010,[SYN] BEARING ARR3VRHXQPVA (E.G. 29 6204-2RS1/C3) MM 1279 Z INCH 1123 MM TIMKEN,EACH,CAT-BRG,Bearing,Timken,ARR3VRHXQPVA (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-3
AHM,AHM-SYN-236014,[SYN] PIPE VALLOUREC GQU7-DKNN-CPTK-EZJS-SZWD 87.7 INCH SCH160 ASTM A333 GR 6 8 FT,EACH,CAT-PIP,Pipe,Vallourec,GQU7-DKNN-CPTK-EZJS-SZWD,ASTM A333 Gr 6,,,,,,87.7 inch,SCH160,,,,,PLANT-5
AHM,AHM-SYN-515287,[SYN] ELECTRICAL COMPONENT ABB Z9AA-WE42-9OMU-WAHK 4978.25 KA 314882 KV 1P 95 KA,EACH,CAT-ELC,Electrical Component,ABB,Z9AA-WE42-9OMU-WAHK,,,,,,,,,,,,,PLANT-5
GME,GME-SYN-698717,[SYN] LUBRICANT SHELL XRW6 TM2O 04K0 - LTHY ISO VG 68 SYNTHETIC (PAO) NLGI 0 385 L,EACH,CAT-LUB,Lubricant,Shell,XRW6 TM2O 04K0 - LTHY,,,,,,,,,,,,,PLANT-5
CPI,CPI-SYN-906859,[SYN] PUMP KSB JD5N-3KSG-NBHD-S26F 11145 GPM 2149 FT 3877.78 KW,EACH,CAT-PMP,Pump,KSB,JD5N-3KSG-NBHD-S26F,,,,,3877.78 KW,,,,,,,,PLANT-1
NEC,NEC-SYN-803724,[SYN] PMP GRUNDFOS N5EL-B45L-6D10-A1WH 6572 M3/H 1178 FT 2661.61 HP,EACH,CAT-PMP,Pump,Grundfos,N5EL-B45L-6D10-A1WH,,,,,2661.61 HP,,,,,,,,PLANT-1
AHM,AHM-SYN-425469,[SYN] GASKET KLINGER J72U-GL6T-BB6B-NDOZ-6WYQ-MLH1 58.36 INCH 900# SPIRAL WOUND GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Klinger,J72U-GL6T-BB6B-NDOZ-6WYQ-MLH1,,58.36 inch,900#,,,,,,,,,,PLANT-4
BUS,BUS-SYN-318353,[SYN] INSTRUMENTATION YOKOGAWA 25QB-RMQG-1VED-32LX-2TOO 9972 PSI 0-10V SANITARY 0.1%,EACH,CAT-INS,Instrumentation,Yokogawa,25QB-RMQG-1VED-32LX-2TOO,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-893853,[SYN] PUMP FLOWSERVE XC7U-RVQT-3G8C-D31N 16198 M3/H 375 M 4085.26 KW,EACH,CAT-PMP,Pump,Flowserve,XC7U-RVQT-3G8C-D31N,,,,,4085.26 KW,,,,,,,,PLANT-2
BUS,BUS-SYN-346668,[SYN] LUBRICANT MOBIL YLU6 K7P9 MDA9 - OEKN SAE 10W-40 MINERAL NLGI 0 887 L,EACH,CAT-LUB,Lubricant,Mobil,YLU6 K7P9 MDA9 - OEKN,,,,,,,,,,,,,PLANT-4
GME,GME-SYN-472566,[SYN] INSTRUMENTATION HGFT-4MPK-5EAX-F5X9-EE34 SANITARY 9702 DEGF 1.0% HONEYWELL 0-10V,EACH,CAT-INS,Instrumentation,Honeywell,HGFT-4MPK-5EAX-F5X9-EE34,,,,,,,,,,,,,PLANT-2
CPI,CPI-SYN-637566,[SYN] PIPE TENARIS 9UZE-RYF0-992Q-C6DR-08CW 95.87 MM STD ASTM A312 TP316L 9 FT,EACH,CAT-PIP,Pipe,Tenaris,9UZE-RYF0-992Q-C6DR-08CW,ASTM A312 TP316L,,,,,,95.87 mm,STD,,,,,PLANT-4
CPI,CPI-SYN-487728,[SYN] FLANGE MELESI B700-UCRG-B93W-KCS4-KEK4 1.52 INCH 1500# THREADED RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Melesi,B700-UCRG-B93W-KCS4-KEK4,,1.52 inch,1500#,,,,,,,,,,PLANT-2
CPI,CPI-SYN-599365,[SYN] BEARING SKF 8V341ONX0GU4 (E.G. 6204-2RS1/C3) 114 INCH 1557 MM 30 MM RS,EACH,CAT-BRG,Bearing,SKF,8V341ONX0GU4 (e.g. 6204-2RS1/C3),,,,,,,,,RS,,,,PLANT-3
GME,GME-SYN-645209,[SYN] PPE ANSELL JTPK-2NLT-8DTM-4VXJ XXL NITRILE EN 397 WHITE,EACH,CAT-PPE,PPE,Ansell,JTPK-2NLT-8DTM-4VXJ,,XXL,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-389809,[SYN] CABLE LAPP DDQHC X KGAD SQMM 7X48/WZE4 EX6U 24 EACH 695.81 AWG 11KV PVC,EACH,CAT-CBL,Cable,LAPP,DDQHC x KGAD sqmm 7X48/WZE4 EX6U,,,,,,,,,,,,,PLANT-4
NEC,NEC-SYN-510339,[SYN] VALVE 10.93 VELAN 1NLC-8JPR-7VGR-F1HX-6ZDC-UJQ6 150# LUG INCH CF8M,EACH,CAT-VLV,Valve,Velan,1NLC-8JPR-7VGR-F1HX-6ZDC-UJQ6,,10.93 inch,150#,,,,,,,CF8M,,Lug,PLANT-5
CPI,CPI-SYN-931247,[SYN] MOTOR WEG YOW8-DT8C-Q1XG-BNGZ-6WMD 6327.95 KW 2402 V 50 HZ 3000 RPM EXPLOSION PROOF,EACH,CAT-MTR,Motor,WEG,YOW8-DT8C-Q1XG-BNGZ-6WMD,,,,2402 V,6327.95 kW,50 HZ,,,,,,,PLANT-5
NEC,NEC-SYN-115063,[SYN] BEARING TIMKEN C2BE3SQY5FU7 (E.G. 6204-2RS1/C3) 78 MM 1011 MM 245 MM Z,EACH,CAT-BRG,Bearing,Timken,C2BE3YQY5FU7 (e.g. 6204-2RS1/C3),,,,,,,,,Z,,,,PLANT-2
NEC,NEC-SYN-929478,[SYN] CABLE PRYSMIAN R2H2C X P39Y SQMM L9UE/421V MEFO 90 EACH 553.63 AWG 3.3KV XLPE,EACH,CAT-CBL,Cable,Prysmian,R2H2C x P39Y sqmm L9UE/421V MEFO,,,,,,,,,,,,,PLANT-5
NEC,NEC-SYN-748985,[SYN] ELECTRICAL COMPONENT SIEMENS O31Y-HXSO-7VBG-R8W2 2191.54 A 584813 V 2P 145 KA,EACH,CAT-ELC,Electrical Component,Siemens,O31Y-HXSO-7VBG-R8W2,,,,,,,,,,,,,PLANT-3
BUS,BUS-SYN-856445,[SYN] PPE MSA SAFETY BEF4-6RF7-BNHJ-W6QD S LEATHER EN 397 YELLOW,EACH,CAT-PPE,PPE,MSA Safety,BEF4-6RF7-BNHJ-W6QD,,S,,,,,,,,,,,PLANT-4
CPI,CPI-SYN-409499,[SYN] CABLE 33KV D05NC HEYC F7QN/EZW9 SQMM 18 NEXANS HQR6 EACH X 851.73 AWG EPR,EACH,CAT-CBL,Cable,Nexans,D05NC x HQR6 sqmm F7QN/EZW9 HEYC,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-826830,[SYN] PMP FLOWSERVE LU6V-FUA9-BQ1B-TR23 14826 GPM 990 M 2792.66 KW,EACH,CAT-PMP,Pump,Flowserve,LU6V-FUA9-BQ1B-TR23,,,,,2792.66 KW,,,,,,,,PLANT-4
NEC,NEC-SYN-154067,[SYN] CABLE LAPP YFQUC X V9QE SQMM ZG5W/ZAWN YTK1 90 EACH 787.8 MM2 66KV PVC,EACH,CAT-CBL,Cable,LAPP,YFQUC x V9QE sqmm ZG5W/ZAWN YTK1,,,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-593002,[SYN] PUMP ITT GOULDS ZH9I-ER7U-8H0I-MJYJ 2077 GPM 1419 FT 2431.39 KW,EACH,CAT-PMP,Pump,ITT Goulds,ZH9I-ER7U-8H0I-MJYJ,,,,,2431.39 KW,,,,,,,,PLANT-5
NEC,NEC-SYN-580255,[SYN] VALVE FLOWSERVE 6QC6-K8DJ-ZR5S-WK8T-EMPX-KC5I 68.23 MM PN16 BRONZE BUTT WELD,EACH,CAT-VLV,Valve,Flowserve,6QC6-K8DJ-ZR5S-WK8T-EMPX-KC5I,,68.23 mm,PN16,,,,,,,Bronze,,Butt Weld,PLANT-3
GME,GME-SYN-666091,[SYN] FASTENER BOSSARD 81BM-QF7ZXK94Y-XFIB-LEJG 73 MM 345 INCH 12.9 UNC,EACH,CAT-FST,Fastener,Bossard,81BM-QF7ZxK94Y-XFIB-LEJG,,,,,,,73 mm,,,,,,PLANT-2
BUS,BUS-SYN-664566,[SYN] GASKET FLEXITALLIC 8TSX-K681-9Y20-7MER-BYEA-WHML 43.98 INCH 1500# PTFE GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Flexitallic,8TSX-K681-9Y20-7MER-BYEA-WHML,,43.98 inch,1500#,,,,,,,,,,PLANT-4
CPI,CPI-SYN-250616,[SYN] LUBRICANT KLÜBER V76M F4NN KM95 - D0P9 ISO VG 220 SYNTHETIC (PAO) NLGI 3 856 L,EACH,CAT-LUB,Lubricant,Klüber,V76M F4NN KM95 - D0P9,,,,,,,,,,,,,PLANT-2
GME,GME-SYN-129824,[SYN] PIPE TENARIS AWJG-QU6H-3KR3-KVR0-I2FK 77.05 MM SCH10 ASTM A333 GR 6 9 M,EACH,CAT-PIP,Pipe,Tenaris,AWJG-QU6H-3KR3-KVR0-I2FK,ASTM A333 Gr 6,,,,,,77.05 mm,SCH10,,,,,PLANT-1
AHM,AHM-SYN-384645,[SYN] GASKET METAL INCH IRON SOFT 1500# U5WR-YESU-4FCL-5EFJ-P6MK-T7S1 LAMONS 13.6 CORRUGATED,EACH,CAT-GSK,Gasket,Lamons,U5WR-YESU-4FCL-5EFJ-P6MK-T7S1,,13.6 inch,1500#,,,,,,,,,,PLANT-3
BUS,BUS-SYN-998435,[SYN] FASTENER WÜRTH 32UY-84ZZX2P6E-EAMY-FP9S 45 MM 368 INCH 8.8 METRIC FINE,EACH,CAT-FST,Fastener,Würth,32UY-84ZZx2P6E-EAMY-FP9S,,,,,,,45 mm,,,,,,PLANT-2
NEC,NEC-SYN-654527,[SYN] INSTRUMENTATION ROSEMOUNT ARPH-BXVQ-6BKA-DEVV-HYBF 4344 DEGC PROFIBUS 1/4 NPT 0.1%,EACH,CAT-INS,Instrumentation,Rosemount,ARPH-BXVQ-6BKA-DEVV-HYBF,,,,,,,,,,,,,PLANT-2
BUS,BUS-SYN-680822,[SYN] CABLE HAVELLS 4RZGC X YD49 SQMM PSO1/LQSR NKZC 64 EACH 385.09 AWG 66KV RUBBER,EACH,CAT-CBL,Cable,Havells,4RZGC x YD49 sqmm PSO1/LQSR NKZC,,,,,,,,,,,,,PLANT-4
BUS,BUS-SYN-254532,[SYN] GASKET CORRUGATED 56.95 FLEXITALLIC SS304 9RDP-XDFO-VD79-C9MV-9E40-KZUJ METAL MM 600#,EACH,CAT-GSK,Gasket,Flexitallic,9RDP-XDFO-VD79-C9MV-9E40-KZUJ,,56.95 mm,600#,,,,,,,,,,PLANT-4
BUS,BUS-SYN-502265,[SYN] BEARING NSK VLKW1XSRQKRS (E.G. 6204-2RS1/C3) 1113 INCH 1667 MM 491 MM VS,EACH,CAT-BRG,Bearing,NSK,VLKW1XSRQKRS (e.g. 6204-2RS1/C3),,,,,,,,,RS,,,,PLANT-4
CPI,CPI-SYN-468332,[SYN] VALVE FLOWSERVE REZR-DYXY-UR4S-OR8W-M9LB-B4M0 2.18 MM PN16 A105 SOCKET WELD,EACH,CAT-VLV,Valve,Flowserve,REZR-DYXY-UR4S-OR8W-M9LB-B4M0,,2.18 mm,PN16,,,,,,,A105,,Socket Weld,PLANT-1
NEC,NEC-SYN-480983,[SYN] PUMP SULZER EGTB-XPSP-AQAL-ULDR 6748 GPM 2039 FT 833.55 HP,EACH,CAT-PMP,Pump,Sulzer,EGTB-XPSP-AQAL-ULDR,,,,,833.55 HP,,,,,,,,PLANT-4
BUS,BUS-SYN-380951,[SYN] MOTOR WEG JKU2-W8ZU-VJUT-PMC3-SKXL 4143.2 HP 10349 KV 50 HZ 1500 RPM ODP,EACH,CAT-MTR,Motor,WEG,JKU2-W8ZU-VJUT-PMC3-SKXL,,,,10349 KV,4143.2 HP,50 HZ,,,,,,,PLANT-5
NEC,NEC-SYN-586706,[SYN] PUMP ITT IOULDS HQI0-14O4-6W4J-KFYI 7815 M3/H 619 M 139.01 HP,EACH,CAT-PMP,Pump,ITT Goulds,HQI0-14O4-6W4J-KFYI,,,,,139.01 HP,,,,,,,,PLANT-4
NEC,NEC-SYN-349641,[SYN] ELECTRICAL A 2JTX-B02B-6LKC-86Y5 COMPONENT 2500.5 SIEMENS 137 1P V KA 247519,EACH,CAT-ELC,Electrical Component,Siemens,2JTX-B02B-6LKC-86Y5,,,,,,,,,,,,,PLANT-5
CPI,CPI-SYN-999308,[SYN] INSTRUMENTATION HONEYWELL CTZE-TRIJ-2FRN-LX6B-02B7 3726 DEGC 0-10V FLANGED 2 INCH 0.1%,EACH,CAT-INS,Instrumentation,Honeywell,CTZE-TRIJ-2FRN-LX6B-02B7,,,,,,,,,,,,,PLANT-4
CPI,CPI-SYN-575279,[SYN] FLANGE ULMA 71K4-FPL3-X2UC-2R07-LP7D 11.96 MM 1500# BLIND RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,Ulma,71K4-FPL3-X2JC-2R07-LP7D,,11.96 mm,1500#,,,,,,,,,,PLANT-1
CPI,CPI-SYN-307897,[SYN] FLANGE ULMA DIZ1-XEVO-7Q5E-GVLK-DNON 60.18 INCH 150# THREADED RAISED FACE (RF),EACH,CAT-FLG,Flange,Ulma,DIZ1-XEVO-7Q5E-GVLK-DNON,,60.18 inch,150#,,,,,,,,,,PLANT-3
